,0
287,459.68749748829424
288,448.78762442395816
289,444.9223717162043
290,435.93952242750225
291,448.6415018373424
292,450.2299137577583
293,445.82808888775793
294,447.2750673580939
295,478.73728592087343
296,465.4172548837689
297,484.39374967348414
298,451.33732511535
299,466.68126872886813
300,455.57559079129436
301,435.5705180590804
302,469.5357454098062
303,483.52634480864464
304,439.76325888417983
305,439.8685491019657
306,472.1626236151142
307,480.7274840465172
308,449.5581823594925
309,465.151508403029
310,469.2244205926506
311,467.1134355335647
312,425.54730106432805
313,434.0984014574843
314,438.07566783700724
315,461.71571257334404
316,430.4185931510924
317,449.1872811385221
318,443.06212437966576
319,435.87801683430604
320,448.95122629591924
321,448.7300562945096
322,470.51476306392004
323,471.74473679308943
324,434.56884918329393
325,479.0052435365371
326,454.36893460166976
327,477.16021302213977
328,453.60958975190715
329,443.1704589032178
330,441.65082376199837
331,443.8977907842583
332,451.20325393109545
333,452.3336418035332
334,470.0724872913809
335,437.0487843187713
336,429.3502073289756
337,440.04619311420635
338,433.2089963865741
339,465.26320084157106
340,438.11857191829796
341,438.33131677570566
342,454.686324003673
343,456.64612369129173
344,480.0434789622143
345,450.12015078120515
346,428.1250537671461
347,436.6387567582641
348,433.2134768969999
349,451.15315979456614
350,440.3321049350502
351,462.5980172637087
352,438.72334279350764
353,452.15677971864915
354,445.09330900219135
355,444.05145111184464
356,454.1543426183579
357,464.663979932142
358,444.975664628981
359,449.44806227911334
360,459.68591138726936
361,478.92360410730106
362,441.0833230430375
363,459.0614881277021
364,463.7155023301332
365,471.77333751509104
366,463.8389459515464
367,477.7169327621507
368,468.53816426607096
369,469.6758282607829
370,464.37614062127136
371,458.40716184373815
372,476.34071619918
373,445.2047560361064
374,439.35051306718725
375,433.2606646894809
376,452.2595690814446
377,428.95443675038786
378,445.63642446997693
379,452.5748614342138
380,463.27885456471046
381,473.12507287562516
382,445.4565503402439
383,449.7361329301616
384,436.8171881850285
385,447.3094294152835
386,447.37141202654533
387,478.3579852764376
388,442.8773249520886
389,437.8629283068442
390,443.49928283689064
391,443.81275951083313
392,447.57851800554863
393,470.293104771252
394,429.1256092723587
395,465.91429199530614
396,475.54769717836757
397,430.01180310979174
398,462.4256149942451
399,473.4439432826016
400,455.65951670953126
401,438.55535549805586
402,456.3561456966794
403,468.7546676801776
404,469.2559669081417
405,470.73515510107984
406,455.69643852039076
407,469.26829333346166
408,452.1341296248423
409,466.1676905905601
410,446.9083460766078
411,431.05645849542464
412,451.4363192579024
413,482.10820757341946
414,436.3252280857591
415,469.52330945649373
416,485.4154866742967
417,424.5185462117186
418,461.389180750441
419,436.820888241573
420,465.5952622891716
421,434.0504709180094
422,435.16859447812226
423,461.96354515046994
424,471.1989084619895
425,477.814122980445
426,433.6551727198837
427,468.8007795101509
428,447.3277961337265
429,440.8450494997748
430,441.34314358138704
431,480.3650640228529
432,467.3052388849782
433,471.4903581781059
434,471.9170113738058
435,470.41558625677663
436,480.3356420384427
437,461.9674441900133
438,445.61795794461375
439,446.3538398710168
440,478.7348366027744
441,460.48266250572124
442,453.05756006345666
443,447.8016428355195
444,486.0264305818242
445,430.1820067691264
446,453.7641428341182
447,434.57262776388166
448,440.52504950579754
449,434.08159130522466
450,432.6544896918571
451,457.4150621721772
452,441.03120776188206
453,471.79524291378453
454,472.41829391743715
455,437.63693380084493
456,477.16621250708215
457,475.50493532774175
458,444.5504840046175
459,446.8735125044808
460,445.0038265740119
461,470.5828294934772
462,464.3737953698005
463,486.12254774525775
464,436.81664978873016
465,441.5431111411986
466,466.9486879920403
467,446.1052710254769
468,435.5027751874501
469,478.99178144062404
470,434.6427600819785
471,435.1542323672111
472,469.51336136049247
473,431.1248476301896
474,474.3086943206581
475,468.11948563533014
476,444.67551358913676
477,483.17268499383925
478,478.41127562973895
479,453.7519073543988
480,434.464852985229
481,447.5257309777008
482,464.2271413543293
483,436.44240244426254
484,437.85856988359956
485,430.32931125471464
486,437.179073177013
487,463.08244401585404
488,468.1215533005904
489,446.49571205333814
490,431.3943371685318
491,445.0668938563475
492,446.91770985630075
493,430.6869335377609
494,439.64281882236617
495,455.5286799136696
496,429.98214012688595
497,482.1146938970366
498,443.67537424856516
499,433.76073527383494
500,451.20734622285136
501,479.5077447105029
502,441.0803093615248
503,438.76432822587685
504,463.82196537024413
505,458.6473821231808
506,434.36209948288314
507,439.877150909223
508,463.4410605637014
509,466.31746748347376
510,459.17953278739833
511,459.9319579434652
512,448.84405951831474
513,438.86725399763054
514,454.960780257584
515,437.48841408831765
516,447.78489905510304
517,425.2133391527113
518,430.67613534649314
519,454.142657842437
520,471.93861430636844
521,452.778493075363
522,471.31670582293594
523,438.3378928338229
524,448.25985476767187
525,432.2354354883402
526,466.0198479235862
527,431.77921687803564
528,435.3466334581937
529,471.5288095883337
530,459.79202087491126
531,434.73035851075434
532,462.6085221644251
533,475.11351932826597
534,438.8214210257326
535,434.6220886915952
536,441.07308657501
537,455.22067953061713
538,467.8839872217074
539,451.82067755821936
540,479.0869281091716
541,459.21649929675704
542,455.14702246562547
543,477.5125783425154
544,450.8148547390967
545,476.1268482899677
546,442.2518986681468
547,441.9475213741844
548,468.89457332071936
549,437.24566732287207
550,459.6299059994786
551,471.80065907021446
552,431.9875482078889
553,470.29951094781615
554,438.3918845840981
555,469.5278566578465
556,472.02413162072196
557,470.04150766057074
558,471.01648164717227
559,468.7704266013819
560,475.9604930864287
561,432.5097813095834
562,475.32010363884706
563,466.8397991026622
564,445.93017851752086
565,467.24397293454314
566,442.567700497366
567,443.10442510353164
568,447.3978923269053
569,429.65151426821717
570,467.2433900815982
571,437.5939041349486
572,441.359320412133
573,469.37818450250217
574,458.96153929288056
575,464.36580516286404
576,464.62760482913137
577,441.1214878379471
578,474.1776934391373
579,444.08003703333793
580,443.04219454227854
581,481.2675787937484
582,452.2138283581029
583,432.1444199028838
584,463.95751716239454
585,427.07989038822933
586,479.15885395604784
587,474.9797410272308
588,482.80791788983123
589,487.7049382999918
590,470.44399924692533
591,455.350368586267
592,457.35042872831195
593,444.90308346304323
594,435.9463010990637
595,445.8312300062416
596,450.4800077256985
597,450.2098204976792
598,439.0908399571284
599,474.41344034423133
600,464.98629660183065
601,459.32044274823795
602,460.42111856213586
603,477.0501580593132
604,437.0167170104908
605,463.58042629881345
606,446.4869930629123
607,450.5477156486195
608,443.1236508910529
609,450.73217608014863
610,480.59518342586796
611,478.833008791353
612,441.6461384224353
613,433.5739854589714
614,443.6180817069905
615,477.1905061635349
616,447.28627993822244
617,435.2240773675659
618,485.7329017837691
619,469.0258039128889
620,441.41849854805236
621,467.9032013857802
622,457.32272349451733
623,447.85625269166417
624,470.0578267637791
625,468.8192941504421
626,466.0195817613121
627,456.4819776296508
628,450.25206665309963
629,453.14312556411494
630,433.6934301313455
631,456.4931948669329
632,458.08444466858293
633,438.9137331488035
634,474.9758487292992
635,436.24050384823295
636,461.6812847047721
637,478.2538520429563
638,457.9516243546645
639,468.1038088417631
640,483.75874672619824
641,459.992019461629
642,446.9777705150825
643,445.1267268908599
644,461.6103469728815
645,463.77339245949094
646,469.6785657112116
647,471.17449425323696
648,446.63496392657
649,450.70391730283455
650,432.36622510560494
651,432.94508379451236
652,472.727273275537
653,451.9528140942372
654,449.034759247456
655,474.3500846744227
656,445.702366790257
657,473.2848407931197
658,441.74458395510095
659,433.61463453140345
660,471.53892262610066
661,456.7992881372512
662,454.66247269941294
663,449.37515986173236
664,451.710673652925
665,470.7781694598225
666,427.26623109438714
667,438.77118708463786
668,428.14313094027125
669,449.3494218071557
670,472.3047450000959
671,466.7786232941376
672,438.5803150384071
673,445.6041123286271
674,441.075379744508
675,442.79388448956826
676,439.4466470463873
677,434.7427030634046
678,460.8995218629314
679,438.5423030968206
680,465.5230404316625
681,469.7133654130024
682,431.041068949256
683,440.558138299471
684,445.83476830463815
685,443.91105813202347
686,451.55864844946825
687,445.94220292244637
688,469.97167943513557
689,431.26430594114487
690,439.726407436527
691,431.69305038179095
692,470.2035740145453
693,468.08123443068575
694,449.83422853889175
695,443.32094119638117
696,438.83676273664344
697,467.165127437993
698,451.1627828329133
699,448.47667883844474
700,435.85239149084106
701,446.88613867294384
702,446.9450053529058
703,466.7558198679001
704,445.4148817615706
705,437.6354551355053
706,466.5673948224386
707,433.36607788036565
708,466.55984818575
709,435.197556176275
710,454.5471410609312
711,448.90307718789074
712,454.01564084839396
713,449.26936039683784
714,436.8266310141706
715,440.0578643562559
716,483.1715499800334
717,439.7860159187902
718,469.7520163616563
719,429.8028556134326
720,467.2905999883643
721,479.8490921150349
722,440.3335765884534
723,454.30296843032505
724,459.70332255458266
725,445.5994851169507
726,477.9805570071619
727,465.05076680883474
728,450.8007553769254
729,474.3168028700326
730,481.2297889893922
731,434.6247652802353
732,477.19903690876737
733,464.73106659223726
734,442.04340955803576
735,479.83840656312344
736,479.4079295325558
737,475.01987906366026
738,443.1665877664053
739,444.36040641042433
740,463.0692968716884
741,450.5821297511714
742,452.2221635954776
743,456.48253026089725
744,477.95298407768865
745,434.8168256511122
746,481.4151725354192
747,471.1427455552013
748,430.6589012247042
749,438.9020368351239
750,444.11986533685496
751,469.3288630303843
752,465.00760622790625
753,442.0803105961054
754,434.70202535439734
755,451.89749470060633
756,479.61221103363795
757,478.2303345482647
758,468.5993464683879
759,444.48523029398024
760,438.86897099638895
761,468.24464845776987
762,473.50319439677065
763,443.9404829242805
764,449.66491951425974
765,457.49306115660374
766,470.44133653848894
767,468.0080626967973
768,444.2203151704618
769,430.11685408992156
770,463.6185008750609
771,471.96761772048023
772,458.44286251466616
773,471.76766999723594
774,460.6702447293293
775,435.7581612065436
776,437.8115635186462
777,473.22912121793337
778,475.2653805226117
779,475.1522098813759
780,438.92454776684303
781,454.2955627116414
782,453.6525724754437
783,430.5840414906106
784,475.5560377781159
785,461.69795870923826
786,448.81823168852327
787,428.5061465016693
788,465.8582896794476
789,469.1033023903265
790,445.8195708915589
791,455.06271811228083
792,450.90035656280696
793,436.65141165783507
794,434.77868430339544
795,477.14665219266317
796,482.1161391235522
797,441.788774574614
798,436.1042936817208
799,482.31066562597385
800,468.74757129028893
801,450.90208716530145
802,444.857568099
803,483.63417688846937
804,451.635849391615
805,453.18877556342983
806,487.727138859481
807,465.08615317217993
808,441.412855084926
809,471.26697734980246
810,437.4238452393662
811,468.0578087654661
812,451.81250720980256
813,441.8566625296157
814,468.64480392026707
815,468.16075203119476
816,457.05764511092576
817,462.10246455443183
818,469.25910952261876
819,471.9472313842763
820,473.1675427488965
821,469.44030601032824
822,433.35348711733747
823,452.15086617922344
824,461.9713123916393
825,443.6202118498591
826,470.16093979978547
827,446.42989008006674
828,440.11963319274287
829,464.1033633257717
830,443.3571339574968
831,426.95557588689917
832,481.4676527782029
833,448.11924329191953
834,481.0238682517107
835,440.93602408595984
836,475.1519170156006
837,450.66932944472063
838,459.8680155796737
839,438.11145818794375
840,447.40634116373104
841,444.5417956864526
842,481.3390691396065
843,460.87690060433357
844,435.03277563053615
845,472.6913800539718
846,438.216266770296
847,466.53706399843304
848,440.04538736662323
849,480.3821797328247
850,457.73280470511963
851,441.9093585019518
852,468.3030003215858
853,453.46053776185414
854,458.4864485175914
855,468.15239832168754
856,430.36065980414924
857,479.57023986521216
858,444.7511178635478
859,446.3548139224036
860,441.9141624739967
861,436.7007948511337
862,446.84471584344664
863,470.8024844241635
864,450.79043223064855
865,482.11754687170776
866,487.7205082907847
867,442.762737037925
868,438.989880269802
869,439.8808353801366
870,485.4025589248366
871,426.24490512624413
872,434.10949480467315
873,450.90874429144134
874,430.33474293726715
875,472.09568835335324
876,430.69421747710896
877,470.0032030177306
878,436.53522904590665
879,432.3611109029226
880,481.3621175766486
881,428.72501898206156
882,477.51099098630374
883,445.1318059435378
884,483.84458115382466
885,431.95514788942273
886,477.4242753115661
887,443.2350914915619
888,462.0015688954095
889,446.7957444213391
890,464.7482432899412
891,451.37491013162776
892,432.9238116909671
893,428.6654319501903
894,464.381078572145
895,463.95741075788044
896,435.0940383500609
897,445.7150742073448
898,443.3435095632031
899,483.2697853564756
900,438.84418699530886
901,477.79271171737724
902,439.3958620798736
903,472.57557747809756
904,431.47823318047523
905,475.06585851873746
906,446.19772656184267
907,452.34819102373757
908,426.52142289016166
909,469.61690972888573
910,470.8877724851138
911,428.99048159185367
912,426.93672017686976
913,462.3583586570872
914,434.44412674680234
915,476.17221411888255
916,443.56514188695655
917,432.73512504671294
918,477.90517168044374
919,447.86609754492133
920,435.0261447634005
921,474.7877806926612
922,429.25433463895644
923,465.315316127377
924,486.40582008570766
925,438.1283768634847
926,448.7971758151059
927,450.340814529509
928,469.61702775978245
929,441.5597275613356
930,435.71914742759424
931,448.34774944825625
932,468.8947789833918
933,467.39252629839115
934,453.2031903033966
935,456.56539063492363
936,445.08346496779313
937,452.91069711639796
938,437.0350305464634
939,428.9263220953659
940,436.861475771683
941,448.9148662541146
942,464.42926984014247
943,443.3423491059229
944,467.49138586867593
945,443.5048509303814
946,435.3013673286901
947,483.66770350627655
948,469.86841364723847
949,436.4390987631966
950,432.86174277377336
951,452.08425204710534
952,437.064526075243
953,459.47277169676437
954,435.9581449040364
955,442.42185548583166
956,440.65172968907416
957,482.387383670781
958,432.8894070101565
959,445.05560310986743
960,453.25663280192396
961,456.07784880859333
962,461.2866060998071
963,478.8130752138439
964,461.2758285962906
965,480.03797903247147
966,434.8528006997982
967,443.5507390219492
968,456.36587876907544
969,430.65663894924114
970,430.6571606123708
971,438.69385286328213
972,450.78640115854165
973,452.51305197438387
974,488.32057157852984
975,451.84886646631253
976,450.7596939636838
977,434.65451839565054
978,431.87741830309744
979,436.1032629036526
980,437.46246274374715
981,429.3541226923464
982,439.747689734525
983,443.6980645572927
984,434.87106687858846
985,441.2013797421196
986,452.4239199587633
987,447.439212529881
988,426.2455943256548
989,428.729341720016
990,460.7646892518207
991,486.7139798136658
992,434.180214763379
993,470.49039357442126
994,464.2458713310823
995,439.26594661851664
996,451.18849080641195
997,443.1913385607802
998,459.53100890857417
999,438.7773417975634
1000,471.45886362198775
1001,438.52232891183525
1002,464.9568987322139
1003,462.0246129300299
1004,447.83691181685793
1005,434.4944785849036
1006,457.85043879758456
1007,443.7636410448399
1008,459.640751685261
1009,440.0169297696386
1010,473.59090960209863
1011,471.90458710067077
1012,469.9363725021352
1013,433.5297782536047
1014,465.4187091971418
1015,445.371455387228
1016,435.74060348151033
1017,444.6596382262964
1018,463.60530061771095
1019,461.98846929336213
1020,446.84218358893145
1021,432.9526928271864
1022,463.58377861779684
1023,439.1863914456653
1024,469.179224473669
1025,462.38342800726065
1026,451.0468684282307
1027,465.5266784109773
1028,465.11185983038575
1029,466.1085266199794
1030,422.3547872318964
1031,432.4688109114435
1032,448.71384367950355
1033,476.09204839439826
1034,440.78738021563316
1035,445.9543701111465
1036,462.78892013478554
1037,472.40210849759484
1038,472.55210415157217
1039,462.8478800655992
1040,445.4099464136153
1041,447.19646620645744
1042,471.6021322395096
1043,432.82507713743723
1044,468.56087853323316
1045,466.82757936211533
1046,482.664085750581
1047,445.82260294684266
1048,471.65038013719146
1049,436.60160161972476
1050,443.30361611861076
1051,471.31456170888146
1052,452.0405015176994
1053,426.52480427513376
1054,473.118433582258
1055,460.98668156179957
1056,466.7751220842672
1057,467.23867577736564
1058,438.0627707208398
1059,442.16451372962945
1060,441.49282704020345
1061,469.79835644178615
1062,446.0591118795353
1063,437.04808279923407
1064,458.9532304598457
1065,431.4512287752592
1066,455.9013061882438
1067,452.5172095505299
1068,469.6943343150785
1069,452.5587922849663
1070,460.6940415284887
1071,472.369021879106
1072,470.9272174193859
1073,441.27109853948696
1074,475.2182035510675
1075,446.2780508314215
1076,454.99654214548906
1077,446.79824809961724
1078,446.1218587841482
1079,440.91763807638506
1080,427.35540733371204
1081,466.13581788732535
1082,454.6770625260368
1083,473.1698198642884
1084,442.059187486245
1085,437.0843892885262
1086,477.07999724879045
1087,476.22264918977396
1088,462.00666310237585
1089,439.87049359240484
1090,446.89838838380035
1091,482.5767053063561
1092,442.2461511310096
1093,475.00894978458604
1094,429.68043335728026
1095,425.52950853237184
1096,426.9979265542553
1097,461.28520258247863
1098,445.8906931144
1099,483.7787876392066
1100,467.2420442357
1101,453.4496929309374
1102,439.37437177904013
1103,459.3200405028384
1104,477.6545510219908
1105,469.97460551245183
1106,437.7483277796779
1107,475.15858501597444
1108,430.0063958509742
1109,431.1282412496348
1110,450.6250980878438
1111,481.62563780089476
1112,472.3631678457208
1113,447.37841516205265
1114,466.62737797696735
1115,448.28017967216033
1116,436.9201149008148
1117,440.7340762501569
1118,441.2279996156648
1119,464.0206428242657
1120,440.3202402791998
1121,469.42553942767717
1122,444.3198797876127
1123,434.54205158146084
1124,481.33626140247486
1125,438.31233703457025
1126,476.0929215050472
1127,429.60283349906814
1128,442.28993184630707
1129,451.4815509340377
1130,432.2287380170384
1131,435.5106092082072
1132,474.69764466536947
1133,448.9960799345785
1134,432.20683174749684
1135,450.056653756092
1136,486.0985057448377
1137,469.74178415848195
1138,432.067136161612
1139,444.1504603718165
1140,460.7984309454585
1141,445.26138344107756
1142,452.28527080001953
1143,448.5530487141191
1144,426.1195299011441
1145,461.92623946899306
1146,484.9409319004722
1147,427.91354667104827
1148,479.98340804168816
1149,467.3509809804132
1150,449.8316294279496
1151,427.97406460098944
1152,441.2205965455722
1153,428.2718458569592
1154,477.4123619692451
1155,483.0968109226486
1156,469.85195632267056
1157,449.12759617385757
1158,426.76770751031927
1159,467.98166399979453
1160,469.4213557167422
1161,444.6600034786976
1162,458.6271214613753
1163,482.6887912905585
1164,450.8534263441092
1165,462.91762482835736
1166,442.38125005048556
1167,448.76337340855787
1168,461.5763106778367
1169,436.2003423380358
1170,479.41157957573506
1171,444.8158028820402
1172,441.78212316274846
1173,431.82187382352663
1174,439.11720019827675
1175,443.4940930843639
1176,443.780542361605
1177,450.7333992776639
1178,472.14716484277915
1179,444.05385278924837
1180,486.39292343841726
1181,471.3312214939389
1182,434.73979487018
1183,464.64234537181255
1184,465.80478937615464
1185,459.7846775508915
1186,451.39518939409317
1187,473.46662701027606
1188,467.63319819673706
1189,462.1614186503575
1190,445.3515905722368
1191,442.4841718739322
1192,428.78656803025467
1193,471.5509241665206
1194,443.24548069887084
1195,444.09149767501555
1196,444.890943261608
1197,429.5760015560656
1198,468.9455214991767
1199,441.14012790524725
1200,440.77447987915417
1201,438.70843563662095
1202,445.20659304024934
1203,467.0089730326229
1204,482.65391670232566
1205,437.8788994764533
1206,480.86233087364315
1207,447.75866767566464
1208,463.0711369574987
1209,474.28483108473955
1210,428.25591592732894
1211,472.62154466194494
1212,464.8660298667767
1213,444.70957914922354
1214,468.32351299098735
1215,466.71803978374345
1216,446.65646652173393
1217,441.3782931707465
1218,468.3649267565479
1219,456.36264300665977
1220,437.8536617652622
1221,427.0997491048014
1222,468.9654004966024
1223,484.42573950335554
1224,437.3527627646725
1225,470.76558139180395
1226,441.3660288706618
1227,453.85060930010025
1228,445.46355087756365
1229,431.076632515311
1230,442.07046653257265
1231,467.9469931550599
1232,454.06987481812286
1233,439.2062714234339
1234,438.2810703727478
1235,464.2363863578019
1236,457.76619633971166
1237,482.39008728593814
1238,456.0252754872569
1239,457.5031305845524
1240,463.8855893584335
1241,446.44854056638945
1242,469.6855983103671
1243,469.0353839494344
1244,427.20242358665934
1245,439.0353965660366
1246,447.43020757292516
1247,432.51604049520085
1248,466.26610671870606
1249,456.8089937911178
1250,443.99270163480645
1251,442.4522149357122
1252,480.7588254064641
1253,477.84853726151323
1254,433.54408186752556
1255,430.85106257008835
1256,456.6623680817042
1257,444.2635303497829
1258,432.5650019845466
1259,477.0621184793923
1260,436.4429714368965
1261,429.3265760626742
1262,470.23362573084876
1263,437.22297102599765
1264,456.68519859978795
1265,444.3463350277594
1266,439.1008537924728
1267,459.30404530132654
1268,479.9606808940807
1269,441.04277525618784
1270,444.7843268575259
1271,437.56770444594423
1272,468.1089963061846
1273,458.2259564419088
1274,481.87174196187806
1275,432.7194869260045
1276,433.93805603537476
1277,443.20354963102955
1278,438.10557064608815
1279,446.92686453691357
1280,449.263491364595
1281,488.56593292026866
1282,473.52138516713075
1283,465.78052804411783
1284,476.1444322467038
1285,449.91110058234256
1286,460.7879075598819
1287,441.1598730061965
1288,426.96165711535684
1289,440.0834432607074
1290,452.3166420063124
1291,464.41786007920217
1292,469.98401515815283
1293,453.17323667656126
1294,433.36522023705453
1295,441.80683972296174
1296,445.5189918667212
1297,427.37630933363107
1298,448.08749096269975
1299,462.01249964433345
1300,482.2714362507244
1301,438.86104951765736
1302,457.9029583396669
1303,450.01625767661443
1304,447.8998345559163
1305,447.14479809109383
1306,482.2810020812801
1307,478.2779265662854
1308,476.39328785555097
1309,437.81186565436457
1310,461.4713713151211
1311,443.8490351258456
1312,473.8869899398114
1313,452.16742317103336
1314,444.60199924053313
1315,434.851310498398
1316,454.4187531347787
1317,443.25489999713
1318,434.3267439251564
1319,481.7620541262893
1320,444.1774362099177
1321,432.2119644116303
1322,448.2623508081429
1323,478.5346513435354
1324,461.6292048530351
1325,454.68481833787905
1326,451.82912216726686
1327,437.83364704614627
1328,471.29413351192426
1329,455.47395959271324
1330,478.99596477167034
1331,473.0103697875817
1332,469.59377233623366
1333,478.2714823760003
1334,468.15856386686306
1335,439.8310717537597
1336,442.261142668599
1337,452.79806319091114
1338,426.1537707247702
1339,447.90332587411046
1340,481.4383590854615
1341,445.2583775932179
1342,440.83304516331003
1343,439.06386525387506
1344,463.3869252668274
1345,448.9838114346767
1346,461.2611423271257
1347,441.0609873040957
1348,450.18855016822863
1349,441.7530334051821
1350,464.7988819456379
1351,466.4950637353257
1352,475.05967144751145
1353,477.8529331976462
1354,456.34153532295767
1355,424.3142188596536
1356,431.90540910182244
1357,447.94097238500916
1358,439.84703709733566
1359,438.00983601500445
1360,450.4273671393913
1361,427.4156799678843
1362,440.40983485428137
1363,431.97538293721124
1364,437.87295901056365
1365,442.9599323466766
1366,454.9224527389448
1367,482.93482740954096
1368,461.74087874702104
1369,475.28123494705756
